Index,KOD_FASILITI,STATUS,SEKTOR,SUBSEKTOR,PROGRAM_GROUP,NEGERI,DAERAH,KATEGORI_FASILITI,JENIS_FASILITI,NAMA,ALAMAT,BANDAR,POSKOD,DAERAH_PENTADBIRAN,TELEFON,EMEL,URBAN_RURAL,LATITUD,LONGITUD
4850,21-07040320,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN SUNGAI DUA,"SUNGAI DUA, 13800 BUTTERWORTH, PULAU PINAN.",,13800,,,,,5.345049,100.2958
4851,21-07040318,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN PERMATANG BERTAM,"PERMATANG BERTAM, 13200 KEPALA BATAS, PULAU PINANG",,13200,,,,,5.511013,100.4263
4852,21-07040317,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN PENGKALAN JAYA,"JALAN PENGKALAN BATU, 13310 TASEK GELUGOR, PULAU PINANG",,13310,,,,,5.472993,100.495
4853,21-07040316,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN PADANG MENORA,"PADANG MENORA, 13310 TASEK GELUGOR, PULAU PINANG",,13310,,,,,5.457038,100.4732
4854,21-07040314,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN ARA RENDANG,"JALAN POKOK SENA, 13200 KEPALA BATAS, PULAU PINANG",,13200,,,,,5.484087,100.4531
4855,21-07040279,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN CONVENT 1,"JALAN SUNGAI NYIOR, 12100 BUTTERWORTH, PULAU PINANG",,12100,,,,,5.403459,100.3756
4856,21-07040278,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) LI HWA,"PERMATANG TENGAH, 13000 BUTTERWORTH, PULAU PINANG",,13000,,,,,5.44716,100.3872
4857,21-07040277,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA 1,"JALAN TELAGA AIR , 12200 BUTTERWORTH, PULAU PINANG",,12200,,,,,5.414259,100.3775
4858,21-07040276,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) KWANG HWA,"JALAN RAJA UDA , 12300 BUTTERWORTH, PULAU PINANG",,12300,,,,,5.427868,100.3834
4859,21-07040274,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN DATUK HAJI AHMAD BADAWI,"JALAN DATUK HAJI AHMAD BADAWI, 13200 KEPALA BATAS, PULAU PINANG",,13200,,,,,5.507746,100.4295
4860,21-07040273,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH DATUK ONN,"JALAN GANGSA, MUKIM 9, 13000 BUTTERWORTH, PULAU PINANG",,13000,,,,,5.447973,100.3809
4861,21-07040322,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH (PUSAT PERGIGIAN SEKOLAH),PUSAT PERGIGIAN SEKOLAH D/A KLINIK KESIHATAN PENAGA,"JALAN BESAR PENAGA, 13100 PENAGA, PULAU PINANG",,13100,,,,,5.533279,100.381
4862,21-07020619D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI UTC,KLINIK PERGIGIAN DI KLINIK KESIHATAN UTC SEBERANG PERAI,"ARAS 3, PENANG SENTRAL, 6, JALAN PANTAI, BUTTERWORTH",,12000,,,,,5.394976,100.3655
4864,91-07050114,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN DAERAH,PEJABAT KESIHATAN PERGIGIAN DAERAH TIMUR LAUT,"JALAN PERAK, 11600 PULAU PINANG",,11600,,,,,5.402852,100.3146
4865,21-07050125D,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN JALAN ANGSANA,"LOT 10094 & 2584, MUKIM 13, NO 8 JALAN ANGSANA, BANDAR BARU AIR ITAM, 11500 PULAU PINANG",,11500,,,,,5.389775,100.2854
4866,21-07050041D,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN TANJUNG BUNGAH,"LOT 1835, JALAN LEMBAH PERMAI, BANDAR TANJUNG BUNGA, 11200 PULAU PINANG",,11200,,,,,5.461971,100.2797
4867,21-07050040D,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SUNGAI DUA,"LOT 2554, MUKIM 13, SG. DUA, 11700 PULAU PINANG",,11700,,,,,5.344305,100.2973
4868,21-07050028D,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN JALAN PERAK,"LOT 174 & 175 & 648 JALAN PERAK, BANDAR JELUTONG, 11600 PULAU PINANG",,11600,,,,,5.402456,100.3149
4869,21-07050027D,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN JALAN MACALISTER,"LOT 1762, SEKSYEN 12 TIMUR LAUT, JALAN MACALISTER, 11400 PULAU PINANG",,11400,,,,,5.415127,100.3261
4870,21-07050023D,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BUKIT JAMBUL,"BLOK D, NO. 2759 & 2758, TINGKAT BAWAH TAMAN BUKIT JAMBUL, 11900 PULAU PINANG",,11900,,,,,5.336573,100.2894
4871,21-07050018D,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN AIR ITAM,"LOT 322, SEKSYEN 3 JALAN BUKIT BENDERA, AIR ITAM, 11500 PULAU PINANG",,11500,,,,,5.40575,100.282
4872,11-07050009D,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL PULAU PINANG,"JALAN RESIDENSI, 10450 PULAU PINANG",,10450,,,,,5.416799,100.3113
4873,21-07050315,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN BUKIT GELUGOR,"JALAN YEAP CHOR EE, GELUGOR, 11700, PULAU PINANG",,11700,,,,,5.37694,100.3024
4874,21-07050313,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) PEREMPUAN CHINA,"2-D, JALAN GOTTLIEB, AIR ITAM, 10350 PULAU PINANG",,10350,,,,,5.434285,100.3014
4875,21-07050312,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) KONG MIN CAWANGAN KEDUA,"JALAN PAYA TERUBONG, AIR ITAM, 11500 PULAU PINANG",,11500,,,,,5.400938,100.2755
4876,21-07050311,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) JELUTONG,"99-A, JALAN TAN SRI TEH EWE LIM, 11600 PULAU PINANG",,11600,,,,,5.391624,100.3105
4877,21-07050310,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) UNION,"219, JALAN BURMA, 10050 PULAU PINANG",,10050,,,,,5.422708,100.3214
4878,21-07050309,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) PHOR TAY,"19A, JALAN BAGAN JERMAL, 10250 PULAU PINANG",,10250,,,,,5.437891,100.3053
4879,21-07050308,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) HAN CHIANG,"3, JALAN LIM LEAN TENG, 11600 PULAU PINANG",,11600,,,,,5.405957,100.3071
4880,21-07050307,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN ST XAVIER CAWANGAN,"4, BROTHER JAMES ROAD, AIR ITAM, 10350 PULAU PINANG",,10350,,,,,5.431079,100.3073
4881,21-07050306,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN PEREMPUAN METHODIST,"42, JALAN ANSON, 10400 PULAU PINANG",,10400,,,,,5.418923,100.3221
4882,21-07050305,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN PEREMPUAN ISLAND,"JALAN SULTAN AHMAD SHAH, 10050 PULAU PINANG",,10050,,,,,5.422945,100.3284
4883,21-07050304,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN JELUTONG BARAT,"LORONG SEKOLAH, 11600 PULAU PINANG",,11600,,,,,5.389243,100.3113
4884,21-07050303,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN HUTCHINGS,"LEBUH FARQUHAR, 10200 PULAU PINANG",,10200,,,,,5.41981,100.3383
4885,21-07050302,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN FRANCIS LIGHT,"JALAN PERAK, 10150 PULAU PINANG",,10150,,,,,5.415728,100.3143
4886,21-07050301,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) CONVENT DATUK KERAMAT,"421, JALAN DATUK KERAMAT, JALAN PERAK, 10150 PULAU PINANG",,10150,,,,,5.412028,100.3181
4887,21-07050299,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN CONVENT GREEN LANE,"JALAN HAMILTON, TAMAN GREEN LANE, JELUTONG, 11600 PULAU PINANG",,11600,,,,,5.396907,100.3047
4888,21-07050275,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (C) BENG TEIK CAWANGAN,"244-P, JELUTONG BARAT, TAMAN ARA, 11600 PULAU PINANG",,11600,,,,,5.399197,100.3193
4889,21-07050295,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN (P) ST. GEORGE,"JALAN MACALISTER, 10450 PULAU PINANG",,10450,,,,,5.421912,100.3076
4890,21-07050294,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN ST XAVIER,"LEBUH FARQUHAR, TIMUR LAUT, 10200 PULAU PINANG",,10200,,,,,5.421038,100.3368
4891,21-07050293,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A PENANG FREE SCHOOL,"12A, JLN MASJID NEGERI, JELUTONG, 11600 PULAU PINANG",,11600,,,,,5.402756,100.3051
4892,41-07050017,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI INSTITUSI LAIN,PUSAT PERGIGIAN KANAK-KANAK & INSTITUT LATIHAN KKM (PERGIGIAN),"NO.3, JALAN SEPOY LINES,10450 PULAU PINANG",,10450,,,,,5.420618,100.3067
4893,21-07050332D,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI UTC,KLINIK PERGIGIAN DI KLINIK KESIHATAN UTC PULAU PINANG,"2B-2-06, UTC KOMTAR, GEORGETOWN, 10450 PULAU PINANG",,10450,,,,,5.415449,100.3305
4895,91-12010359,BUKA,AWAM,KKM,,SABAH,BEAUFORT,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN KAWASAN,PEJABAT KESIHATAN PERGIGIAN KAWASAN BEAUFORT,"TINGKAT 1, RUMAH PERSEKUTUAN BEAUFORT, PETI SURAT 1152, 89808 BEAUFORT, SABAH",,89808,,,,,5.345569,115.7453
4896,21-12010698,BUKA,AWAM,KKM,,SABAH,BEAUFORT,KLINIK PERGIGIAN,KLINIK PERGIGIAN (STANDALONE),KLINIK PERGIGIAN BEAUFORT,"D/A PEJABAT KESIHATAN KAWASAN BEAUFORT, PETI SURAT 1152 89808 BEAUFORT, SABAH",,89808,,,,,5.343637,115.7454
4897,21-12010090D,BUKA,AWAM,KKM,,SABAH,BEAUFORT,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN PADAS DAMIT,"KLINIK PERGIGIAN DI KLINIK KESIHATAN PADAS DAMIT, KG PADAS DAMIT, 89807 BEAUFORT, SABAH",,89807,,,,,5.338393,115.5431
4898,21-12010570,BUKA,AWAM,KKM,,SABAH,BEAUFORT,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN PEKAN BEAUFORT,"PETI SURAT 157, 89807 BEAUFORT, SABAH",,89807,,,,,5.342851,115.7385
4899,11-12020027D,BUKA,AWAM,KKM,,SABAH,BELURAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL BELURAN,"HOSPITAL BELURAN, BEG BERKUNCI NO. 02, 90109 BELURAN, SABAH",,90109,,,,,5.896136,117.5572
4900,21-12170571,BUKA,AWAM,KKM,,SABAH,BELURAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN PEKAN BELURAN,"PETI SURAT 8, 90100 BELURAN, SABAH",,90100,,,,,5.894829,117.5574
4901,91-12030357,BUKA,AWAM,KKM,,SABAH,KENINGAU,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN KAWASAN,PEJABAT KESIHATAN PERGIGIAN KAWASAN KENINGAU,"PETI SURAT 1451, 89009 KENINGAU, SABAH",,89009,,,,,5.34035,116.1593
4902,21-12030387,BUKA,AWAM,KKM,,SABAH,KENINGAU,KLINIK PERGIGIAN,KLINIK PERGIGIAN (STANDALONE),KLINIK PERGIGIAN KENINGAU,"PETI SURAT 1451, 89009 KENINGAU, SABAH",,89009,,,,,5.340048,116.1594
4903,21-12030107D,BUKA,AWAM,KKM,,SABAH,KENINGAU,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SOOK,"JALAN TULID- MANSIAT, PETI SURAT 94, 89007 SOOK, KENINGAU, SABAH",,89007,,,,,5.14589,116.3069
4904,11-12030029D,BUKA,AWAM,KKM,,SABAH,KENINGAU,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL KENINGAU,"PETI SURAT 11, 89007 KENINGAU, SABAH",,89007,,,,,5.370128,116.182
4905,21-12030573,BUKA,AWAM,KKM,,SABAH,KENINGAU,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN PEKAN KENINGAU,"PETI SURAT 108, 89007 KENINGAU, SABAH",,89007,,,,,5.264971,116.3283
4906,21-12030566,BUKA,AWAM,KKM,,SABAH,KENINGAU,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN LUAGAN,"PETI SURAT 193, 89008 KENINGAU, SABAH",,89008,,,,,5.337404,116.1567
4907,21-12030554,BUKA,AWAM,KKM,,SABAH,KENINGAU,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN BINGKOR,"PETI SURAT 121, 89007 BINGKOR, KENINGAU, SABAH",,89007,,,,,5.398628,116.2033
4908,21-12030541,BUKA,AWAM,KKM,,SABAH,KENINGAU,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN ST. FRANCIS XAVIER KENINGAU,"PETI SURAT 24, 89007 KENINGAU, SABAH",,89007,,,,,5.332413,116.1535
4909,21-12030519,BUKA,AWAM,KKM,,SABAH,KENINGAU,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) YUK YIN,"PETI SURAT 16, 89007 KENINGAU, SABAH",,89007,,,,,5.338943,116.1657
4910,21-12030400D,BUKA,AWAM,KKM,,SABAH,KENINGAU,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI UTC,KLINIK PERGIGIAN DI KLINIK KESIHATAN UTC KENINGAU,"LOT 1, BANGUNAN UTC, JALAN MARKET, 89008 KENINGAU, SABAH",,89008,,,,,5.337404,116.1567
4911,21-12040109D,BUKA,AWAM,KKM,,SABAH,KINABATANGAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SUKAU,"W.D.T. 40, JALAN SUKAU, 90200 KINABATANGAN,                             SABAH",,90200,,,,,5.518951,118.2647
4912,21-12040337D,BUKA,AWAM,KKM,,SABAH,KINABATANGAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN IBU DAN ANAK (KKIA),KLINIK PERGIGIAN DI KLINIK KESIHATAN IBU DAN ANAK KOTA KINABATANGAN,"W.D.T. 40, 90200 KINABATANGAN, SABAH",,90200,,,,,5.585312,117.8498
4913,91-12050748,BUKA,AWAM,KKM,,SABAH,KOTA BELUD,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN KAWASAN,PEJABAT KESIHATAN PERGIGIAN KAWASAN KOTA BELUD,"BANGUNAN GUNASAMA PERSEKUTUAN, PETI SURAT 524, 89157 KOTA BELUD, SABAH",,89157,,,,,6.355241,116.4311
4914,21-12050285D,BUKA,AWAM,KKM,,SABAH,KOTA BELUD,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN ROSOK,"D/A KLINIK KESIHATAN ROSOK, KAMPUNG ROSOK, 89150 KOTA BELUD, SABAH",,89150,,,,,6.398732,116.5342
4915,21-12050113D,BUKA,AWAM,KKM,,SABAH,KOTA BELUD,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN TAGINAMBUR KOTA BELUD,"PEKAN TAGINAMBUR, JALAN RANAU BYPASS, PETI SURAT 159, 89150 KOTA BELUD, SABAH",,89150,,,,,6.226586,116.4491
4916,11-12050031D,BUKA,AWAM,KKM,,SABAH,KOTA BELUD,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL KOTA BELUD,"D/A HOSPITAL KOTA BELUD, PETI SURAT 159, 89150 KOTA BELUD, SABAH",,89150,,,,,6.344949,116.427
4917,21-12060578,BUKA,AWAM,KKM,,SABAH,KOTA BELUD,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN PEKAN KOTA BELUD,"WDT 161, 89150, KOTA BELUD, SABAH",,89150,,,,,6.343898,116.4267
4918,91-12060353,BUKA,AWAM,KKM,,SABAH,KOTA KINABALU,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN KAWASAN,PEJABAT KESIHATAN PERGIGIAN KAWASAN KOTA KINABALU,"LOT 28, TINGKAT 2, BLOK C, HERITAGE PLAZA, OFF JALAN LINTAS, LUYANG, 88300 KOTA KINABALU, SABAH",,88300,,,,,5.962228,116.0903
4919,21-12071150,BUKA,AWAM,KKM,,SABAH,KOTA KINABALU,KLINIK PERGIGIAN,KLINIK PERGIGIAN (STANDALONE),PUSAT PAKAR PERGIGIAN SABAH,"PUSAT PAKAR PERGIGIAN SABAH, JALAN KEBAJIKAN, 88300 KOTA KINABALU, SABAH",,88300,,,,,5.958305,116.0761
4920,21-12060749,BUKA,AWAM,KKM,,SABAH,KOTA KINABALU,KLINIK PERGIGIAN,KLINIK PERGIGIAN (STANDALONE),KLINIK PERGIGIAN KEPAYAN,"JKR NO.7642, JALAN PAHLAWAN, KEPAYAN, 88200 KOTA KINABALU, SABAH",,88200,,,,,5.929872,116.058
4921,21-12060077D,BUKA,AWAM,KKM,,SABAH,KOTA KINABALU,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN LUYANG,"OFF JALAN LINTAS, 88300 KOTA KINABALU, SABAH",,88300,,,,,5.946353,116.0911
4922,11-12060388D,BUKA,AWAM,KKM,,SABAH,KOTA KINABALU,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL QUEEN ELIZABETH 2,"ARAS 8, LORONG BERSATU OFF JALAN DAMAI LUYANG, 88200 KOTA KINABALU, SABAH",,88200,,,,,5.966487,116.0938
4923,11-12060045D,BUKA,AWAM,KKM,,SABAH,KOTA KINABALU,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL WANITA DAN KANAK-KANAK SABAH,"KARUNG BERKUNCI 187, 88890 LIKAS, KOTA KINABALU, SABAH",,88890,,,,,6.013928,116.1191
4924,11-12060025D,BUKA,AWAM,KKM,,SABAH,KOTA KINABALU,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL QUEEN ELIZABETH,"KARUNG BERKUNCI 2029, 88586 KOTA KINABALU, SABAH",,88586,,,,,5.984364,116.0773
4925,21-12060604,BUKA,AWAM,KKM,,SABAH,KOTA KINABALU,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN ST FRANCIS CONVENT,"PETI SURAT 10071, 88801 KOTA KINABALU, SABAH",,88801,,,,,5.952359,116.1068
4926,21-12060603,BUKA,AWAM,KKM,,SABAH,KOTA KINABALU,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN ST AGNES,"PETI SURAT 224, JLN TELUK LIKAS 88856 LIKAS, SABAH",,88856,,,,,5.990951,116.1049
